Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
1001-04-E351,Egypt - 1001,"<p>Egypt est un tissu pour panneau texturé de couleur unie fait de polyester recyclé à 100 %. Offert dans des tons neutres chauds et froids, mais également dans des notes de couleur vives, il ajoute une touche lustrée aux surfaces verticales.</p> <table style=""width: 100%;"" border=""0""> <tbody> <tr valign=""top""> <td><span style=""font-size: small;""><strong><span>APPLICATION</span></strong></span></td> <td><span style=""font-size: small;"">Panneau</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;"">TENEUR</span></strong></td> <td><span style=""font-size: small;"">100 % polyester recyclé<br />POST-CONSOMMATION: 22 %<br />POST-INDUSTRIELLE: 78 % </span></td></tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">ASTM D4157 Wyzenbeek Matériaux recyclés, sans apprêt chimique Double Rubs</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>POIDS</strong></span></td> <td><span style=""font-size: small;"">12 oz par verge linéaire</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>LONGUEUR</strong></span></td> <td><span style=""font-size: small;"">66 po</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>REPETITION DU MOTIF<br /> </strong></span></td> <td><span style=""font-size: small;"">Aucune</tr></span></td> <tr valign=""top""> <td><span style=""font-size: small;""><strong>DIRECTIONNEL</strong></span></td> <td><span style=""font-size: small;"">Oui</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIENTATION</strong></span></td> <td><span style=""font-size: small;"">Sens de la chaîne</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;""><span style=""font-size: small;"">FINITION</span></span></strong></td> <td>Aucune </td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RÉSISTANCE À LA TRACTION<br /> </strong></span></td> <td><span style=""font-size: small;"">Classe A ou 1</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>COULEUR A LA LUMIERE<br /> </strong></span></td> <td><span style=""font-size: small;"">ASTM D5034</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RESISTANCE DE LA COULEUR AU FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">AATCC 16, classe 5 (40 heures)</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENTRETIEN</strong></span></td> <td><span style=""font-size: small;"">AATCC 8, humide classe 5, sec classe 5  </span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENVIRONNEMENT</strong></span></td> <td>WS</td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIGINE</strong></span></td> <td>É.-U.</td> </tr> </tbody> </table> ", teknion-textiles, Fabric,"Couleurs chaudes,Couleurs neutres pâles,Textures,Coloris uni,Panneau,meta-related-collection-Egypt, Produits", True,"Sélectionnez longueur en verge ou l'échantillon",Longueur en verge , , , , , 1001-04-E351,0,shopify,100,deny,manual,20,,TRUE,TRUE,,http://www.teknion.com/textiles-imgs/Egypt/1001-04-E351.jpg,Banha|1001-04-E351|Banha 1001-04-E351
1001-04-E351,Egypt - 1001,,,,, True,"Sélectionnez longueur en verge ou l'échantillon",Echantillon , , , , , S-1001-04-E351,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,
1001-05-E352,Egypt - 1001,"<p>Egypt est un tissu pour panneau texturé de couleur unie fait de polyester recyclé à 100 %. Offert dans des tons neutres chauds et froids, mais également dans des notes de couleur vives, il ajoute une touche lustrée aux surfaces verticales.</p> <table style=""width: 100%;"" border=""0""> <tbody> <tr valign=""top""> <td><span style=""font-size: small;""><strong><span>APPLICATION</span></strong></span></td> <td><span style=""font-size: small;"">Panneau</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;"">TENEUR</span></strong></td> <td><span style=""font-size: small;"">100 % polyester recyclé<br />POST-CONSOMMATION: 22 %<br />POST-INDUSTRIELLE: 78 % </span></td></tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">ASTM D4157 Wyzenbeek Matériaux recyclés, sans apprêt chimique Double Rubs</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>POIDS</strong></span></td> <td><span style=""font-size: small;"">12 oz par verge linéaire</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>LONGUEUR</strong></span></td> <td><span style=""font-size: small;"">66 po</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>REPETITION DU MOTIF<br /> </strong></span></td> <td><span style=""font-size: small;"">Aucune</tr></span></td> <tr valign=""top""> <td><span style=""font-size: small;""><strong>DIRECTIONNEL</strong></span></td> <td><span style=""font-size: small;"">Oui</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIENTATION</strong></span></td> <td><span style=""font-size: small;"">Sens de la chaîne</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;""><span style=""font-size: small;"">FINITION</span></span></strong></td> <td>Aucune </td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RÉSISTANCE À LA TRACTION<br /> </strong></span></td> <td><span style=""font-size: small;"">Classe A ou 1</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>COULEUR A LA LUMIERE<br /> </strong></span></td> <td><span style=""font-size: small;"">ASTM D5034</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RESISTANCE DE LA COULEUR AU FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">AATCC 16, classe 5 (40 heures)</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENTRETIEN</strong></span></td> <td><span style=""font-size: small;"">AATCC 8, humide classe 5, sec classe 5  </span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENVIRONNEMENT</strong></span></td> <td>WS</td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIGINE</strong></span></td> <td>É.-U.</td> </tr> </tbody> </table> ", teknion-textiles, Fabric,"Couleurs chaudes,Couleurs neutres pâles,Textures,Coloris uni,Panneau,meta-related-collection-Egypt", True,"Sélectionnez longueur en verge ou l'échantillon",Longueur en verge , , , , , 1001-05-E352,0,shopify,100,deny,manual,20,,TRUE,TRUE,,http://www.teknion.com/textiles-imgs/Egypt/1001-05-E352.jpg,Mallawi|1001-05-E352|Mallawi 1001-05-E352
1001-05-E352,Egypt - 1001,,,,, True,"Sélectionnez longueur en verge ou l'échantillon",Echantillon , , , , , S-1001-05-E352,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,
1001-06-E301,Egypt - 1001,"<p>Egypt est un tissu pour panneau texturé de couleur unie fait de polyester recyclé à 100 %. Offert dans des tons neutres chauds et froids, mais également dans des notes de couleur vives, il ajoute une touche lustrée aux surfaces verticales.</p> <table style=""width: 100%;"" border=""0""> <tbody> <tr valign=""top""> <td><span style=""font-size: small;""><strong><span>APPLICATION</span></strong></span></td> <td><span style=""font-size: small;"">Panneau</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;"">TENEUR</span></strong></td> <td><span style=""font-size: small;"">100 % polyester recyclé<br />POST-CONSOMMATION: 22 %<br />POST-INDUSTRIELLE: 78 % </span></td></tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">ASTM D4157 Wyzenbeek Matériaux recyclés, sans apprêt chimique Double Rubs</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>POIDS</strong></span></td> <td><span style=""font-size: small;"">12 oz par verge linéaire</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>LONGUEUR</strong></span></td> <td><span style=""font-size: small;"">66 po</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>REPETITION DU MOTIF<br /> </strong></span></td> <td><span style=""font-size: small;"">Aucune</tr></span></td> <tr valign=""top""> <td><span style=""font-size: small;""><strong>DIRECTIONNEL</strong></span></td> <td><span style=""font-size: small;"">Oui</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIENTATION</strong></span></td> <td><span style=""font-size: small;"">Sens de la chaîne</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;""><span style=""font-size: small;"">FINITION</span></span></strong></td> <td>Aucune </td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RÉSISTANCE À LA TRACTION<br /> </strong></span></td> <td><span style=""font-size: small;"">Classe A ou 1</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>COULEUR A LA LUMIERE<br /> </strong></span></td> <td><span style=""font-size: small;"">ASTM D5034</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RESISTANCE DE LA COULEUR AU FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">AATCC 16, classe 5 (40 heures)</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENTRETIEN</strong></span></td> <td><span style=""font-size: small;"">AATCC 8, humide classe 5, sec classe 5  </span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENVIRONNEMENT</strong></span></td> <td>WS</td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIGINE</strong></span></td> <td>É.-U.</td> </tr> </tbody> </table> ", teknion-textiles, Fabric,"Couleurs chaudes,Couleurs neutres pâles,Textures,Coloris uni,Panneau,meta-related-collection-Egypt", True,"Sélectionnez longueur en verge ou l'échantillon",Longueur en verge , , , , , 1001-06-E301,0,shopify,100,deny,manual,20,,TRUE,TRUE,,http://www.teknion.com/textiles-imgs/Egypt/1001-06-E301.jpg,Cairo|1001-06-E301|Cairo 1001-06-E301
1001-06-E301,Egypt - 1001,,,,, True,"Sélectionnez longueur en verge ou l'échantillon",Echantillon , , , , , S-1001-06-E301,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,
1001-07-E302,Egypt - 1001,"<p>Egypt est un tissu pour panneau texturé de couleur unie fait de polyester recyclé à 100 %. Offert dans des tons neutres chauds et froids, mais également dans des notes de couleur vives, il ajoute une touche lustrée aux surfaces verticales.</p> <table style=""width: 100%;"" border=""0""> <tbody> <tr valign=""top""> <td><span style=""font-size: small;""><strong><span>APPLICATION</span></strong></span></td> <td><span style=""font-size: small;"">Panneau</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;"">TENEUR</span></strong></td> <td><span style=""font-size: small;"">100 % polyester recyclé<br />POST-CONSOMMATION: 22 %<br />POST-INDUSTRIELLE: 78 % </span></td></tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">ASTM D4157 Wyzenbeek Matériaux recyclés, sans apprêt chimique Double Rubs</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>POIDS</strong></span></td> <td><span style=""font-size: small;"">12 oz par verge linéaire</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>LONGUEUR</strong></span></td> <td><span style=""font-size: small;"">66 po</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>REPETITION DU MOTIF<br /> </strong></span></td> <td><span style=""font-size: small;"">Aucune</tr></span></td> <tr valign=""top""> <td><span style=""font-size: small;""><strong>DIRECTIONNEL</strong></span></td> <td><span style=""font-size: small;"">Oui</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIENTATION</strong></span></td> <td><span style=""font-size: small;"">Sens de la chaîne</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;""><span style=""font-size: small;"">FINITION</span></span></strong></td> <td>Aucune </td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RÉSISTANCE À LA TRACTION<br /> </strong></span></td> <td><span style=""font-size: small;"">Classe A ou 1</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>COULEUR A LA LUMIERE<br /> </strong></span></td> <td><span style=""font-size: small;"">ASTM D5034</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RESISTANCE DE LA COULEUR AU FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">AATCC 16, classe 5 (40 heures)</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENTRETIEN</strong></span></td> <td><span style=""font-size: small;"">AATCC 8, humide classe 5, sec classe 5  </span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENVIRONNEMENT</strong></span></td> <td>WS</td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIGINE</strong></span></td> <td>É.-U.</td> </tr> </tbody> </table> ", teknion-textiles, Fabric,"Couleurs chaudes,Couleurs neutres foncées,Textures,Coloris uni,Panneau,meta-related-collection-Egypt", True,"Sélectionnez longueur en verge ou l'échantillon",Longueur en verge , , , , , 1001-07-E302,0,shopify,100,deny,manual,20,,TRUE,TRUE,,http://www.teknion.com/textiles-imgs/Egypt/1001-07-E302.jpg,Giza|1001-07-E302|Giza 1001-07-E302
1001-07-E302,Egypt - 1001,,,,, True,"Sélectionnez longueur en verge ou l'échantillon",Echantillon , , , , , S-1001-07-E302,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,
1001-08-E359,Egypt - 1001,"<p>Egypt est un tissu pour panneau texturé de couleur unie fait de polyester recyclé à 100 %. Offert dans des tons neutres chauds et froids, mais également dans des notes de couleur vives, il ajoute une touche lustrée aux surfaces verticales.</p> <table style=""width: 100%;"" border=""0""> <tbody> <tr valign=""top""> <td><span style=""font-size: small;""><strong><span>APPLICATION</span></strong></span></td> <td><span style=""font-size: small;"">Panneau</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;"">TENEUR</span></strong></td> <td><span style=""font-size: small;"">100 % polyester recyclé<br />POST-CONSOMMATION: 22 %<br />POST-INDUSTRIELLE: 78 % </span></td></tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">ASTM D4157 Wyzenbeek Matériaux recyclés, sans apprêt chimique Double Rubs</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>POIDS</strong></span></td> <td><span style=""font-size: small;"">12 oz par verge linéaire</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>LONGUEUR</strong></span></td> <td><span style=""font-size: small;"">66 po</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>REPETITION DU MOTIF<br /> </strong></span></td> <td><span style=""font-size: small;"">Aucune</tr></span></td> <tr valign=""top""> <td><span style=""font-size: small;""><strong>DIRECTIONNEL</strong></span></td> <td><span style=""font-size: small;"">Oui</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIENTATION</strong></span></td> <td><span style=""font-size: small;"">Sens de la chaîne</span></td> </tr> <tr valign=""top""> <td><strong><span style=""font-size: small;""><span style=""font-size: small;"">FINITION</span></span></strong></td> <td>Aucune </td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RÉSISTANCE À LA TRACTION<br /> </strong></span></td> <td><span style=""font-size: small;"">Classe A ou 1</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>COULEUR A LA LUMIERE<br /> </strong></span></td> <td><span style=""font-size: small;"">ASTM D5034</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>RESISTANCE DE LA COULEUR AU FROTTEMENT</strong></span></td> <td><span style=""font-size: small;"">AATCC 16, classe 5 (40 heures)</span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENTRETIEN</strong></span></td> <td><span style=""font-size: small;"">AATCC 8, humide classe 5, sec classe 5  </span></td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ENVIRONNEMENT</strong></span></td> <td>WS</td> </tr> <tr valign=""top""> <td><span style=""font-size: small;""><strong>ORIGINE</strong></span></td> <td>É.-U.</td> </tr> </tbody> </table> ", teknion-textiles, Fabric,"Couleurs froides,Verts,Textures,Coloris uni,Panneau,meta-related-collection-Egypt", True,"Sélectionnez longueur en verge ou l'échantillon",Longueur en verge , , , , , 1001-08-E359,0,shopify,100,deny,manual,20,,TRUE,TRUE,,http://www.teknion.com/textiles-imgs/Egypt/1001-08-E359.jpg,Arish|1001-08-E359|Arish 1001-08-E359
1001-08-E359,Egypt - 1001,,,,, True,"Sélectionnez longueur en verge ou l'échantillon",Echantillon , , , , , S-1001-08-E359,0,shopify,100,deny,manual,0,,TRUE,TRUE,,,,
